Ignore,Year,Month,Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier,System Transaction Number,Amount
195851,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Aug-10,Unidentified Bank Deposits/Receipts,NON CASH & UNALLOCATED COSTS,HOME OFFICE,3000086,"6,680,428.86"
195852,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Aug-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,INTERNATIONAL PEACE COOPERATION CENTER,600000301,374.5
195853,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Aug-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,INTERNATIONAL PEACE COOPERATION CENTER,600000301,"69,137.70"
195854,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ISCOS,1021516,"39,255.13"
195855,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,"2,808.30"
195856,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,581.9
195857,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Programme and Project Management Consultancy,DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,"1,576.98"
195858,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Specialist Contractors,DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,"8,410.56"
195859,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Corporate Strategy Consultancy,DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1170580,"11,902.40"
195860,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,IT/IS Consultancy,DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1170580,"2,430.00"
195861,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1170580,"15,600.00"
195862,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1170580,"11,286.00"
195863,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1170580,"8,960.00"
195864,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,"3,023.35"
195865,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,"2,808.30"
195866,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,936.1
195867,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Programme and Project Management Consultancy,DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,"1,380.49"
195868,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,"1,815.29"
195869,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,IT/IS Consultancy,DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1170580,"1,552.50"
195870,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1170580,"1,296.00"
195871,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,406.26
195872,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,"1,246.97"
195873,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1170580,"4,499.70"
195874,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1170580,"4,704.00"
195875,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,"1,789.98"
195876,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Programme and Project Management Consultancy,DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,"7,150.00"
195877,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Specialist Contractors,DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,"7,150.00"
195878,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Programme and Project Management Consultancy,DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,"1,106.56"
195879,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,292.41
195880,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Programme and Project Management Consultancy,DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,"1,509.38"
195881,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Interim Managers,DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,"6,641.25"
195882,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,"1,872.20"
195883,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,860.2
195884,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,936.1
195885,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,"2,808.30"
195886,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,936.1
195887,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1170580,"11,158.56"
195888,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Programme and Project Management Consultancy,DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,"10,360.35"
195889,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,IT/IS Consultancy,DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1170580,"10,580.00"
195890,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1170580,"4,284.00"
195891,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1170580,"2,380.00"
195892,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1170580,"2,867.40"
195893,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,"1,564.83"
195894,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1170580,"8,767.31"
195895,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1170580,"11,151.00"
195896,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,"4,115.10"
195897,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,"-4,115.10"
195898,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,"3,695.85"
195899,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,"1,366.16"
195900,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1170580,"9,072.00"
195901,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1170580,"-2,867.40"
195902,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1170580,"4,460.40"
195903,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,IT/IS Consultancy,DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1170580,425.25
195904,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,IT/IS Consultancy,DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1170580,271.69
195905,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1170580,780.57
195906,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1170580,823.2
195907,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1170580,"1,952.75"
195908,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1170580,226.8
195909,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,313.25
195910,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,478.18
195911,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,529.09
195912,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,491.45
195913,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,491.45
195914,2010,Aug,Foreign & Commonwealth Office,Foreign & Commonwealth Office,19-Aug-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1170580,491.45
